Value,Date,Sub-Sector,Super Region,Description,Time Level,Category 2,Seasonal Adjustment,Unit,Source
861.74,2020-11-30,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3621.63,2020-11-30,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9901.74,2020-11-30,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29638.64,2020-11-30,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
12450.17,2020-11-30,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
873.18,2020-11-27,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3638.35,2020-11-27,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9997.83,2020-11-27,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29910.37,2020-11-27,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
12561.43,2020-11-27,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
880.98,2020-11-25,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3629.65,2020-11-25,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
10016.17,2020-11-25,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29872.47,2020-11-25,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
12621.42,2020-11-25,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
882.62,2020-11-24,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3635.41,2020-11-24,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
10072.95,2020-11-24,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
30046.24,2020-11-24,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
12715.38,2020-11-24,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
873.01,2020-11-23,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3577.59,2020-11-23,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9905.81,2020-11-23,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29591.27,2020-11-23,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
12424.11,2020-11-23,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
873.29,2020-11-20,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3557.54,2020-11-20,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9801.24,2020-11-20,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29263.48,2020-11-20,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
12232.1,2020-11-20,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
872.94,2020-11-19,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3581.87,2020-11-19,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9868.93,2020-11-19,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29483.23,2020-11-19,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
12350.75,2020-11-19,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
881.37,2020-11-18,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3567.79,2020-11-18,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9873.75,2020-11-18,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29438.42,2020-11-18,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
12348.31,2020-11-18,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
899.01,2020-11-17,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3609.53,2020-11-17,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9989.4,2020-11-17,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29783.35,2020-11-17,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
12434.97,2020-11-17,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
917.38,2020-11-16,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3626.91,2020-11-16,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
10044.34,2020-11-16,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29950.44,2020-11-16,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
12394.02,2020-11-16,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
910.91,2020-11-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3585.15,2020-11-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9875.68,2020-11-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29479.81,2020-11-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
12085.32,2020-11-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
902.1,2020-11-12,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3537.01,2020-11-12,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9730.23,2020-11-12,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29080.17,2020-11-12,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
11838.75,2020-11-12,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
917.19,2020-11-11,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3572.66,2020-11-11,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9853.43,2020-11-11,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29397.63,2020-11-11,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
12006.71,2020-11-11,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
916.18,2020-11-10,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3545.53,2020-11-10,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9875.34,2020-11-10,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29420.92,2020-11-10,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
12096.55,2020-11-10,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
898.85,2020-11-09,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3550.5,2020-11-09,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9753.13,2020-11-09,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
29157.97,2020-11-09,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
11900.46,2020-11-09,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
881.76,2020-11-06,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3509.44,2020-11-06,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9500.04,2020-11-06,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
28323.4,2020-11-06,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
11614.65,2020-11-06,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
885.44,2020-11-05,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3510.45,2020-11-05,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9530.97,2020-11-05,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
28390.18,2020-11-05,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
11669.58,2020-11-05,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
877.69,2020-11-04,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3443.44,2020-11-04,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9352.63,2020-11-04,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
27847.66,2020-11-04,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
11391.91,2020-11-04,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
889.78,2020-11-03,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3369.02,2020-11-03,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9336.27,2020-11-03,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
27480.03,2020-11-03,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
11559.96,2020-11-03,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
876.56,2020-11-02,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3310.24,2020-11-02,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9132.36,2020-11-02,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
26925.05,2020-11-02,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
11216.42,2020-11-02,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
857.77,2020-10-30,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3269.96,2020-10-30,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8994.36,2020-10-30,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
26501.6,2020-10-30,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
11106.19,2020-10-30,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
867.65,2020-10-29,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3310.11,2020-10-29,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9058.22,2020-10-29,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
26659.11,2020-10-29,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
11183.52,2020-10-29,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
865.33,2020-10-28,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
